codigo_escola,codigo_municipio,sre,municipio,escola,localizacao,dependencia
17001226,1702901,ARAGUATINS,Axixá do Tocantins,ESCOLA MULNICIPAL DOM PEDRO I,Rural,Municipal
17001234,1702901,ARAGUATINS,Axixá do Tocantins,ESC MUL DOM PEDRO II,Rural,Municipal
17001250,1702901,ARAGUATINS,Axixá do Tocantins,ESC MUL IRIS PEDRO DE OLIVEIRA,Urbana,Municipal
17001277,1702901,ARAGUATINS,Axixá do Tocantins,ESC MUL MARECHAL RONDON,Urbana,Municipal
17001285,1702901,ARAGUATINS,Axixá do Tocantins,ESC MUL MENINO JESUS,Rural,Municipal
17001293,1702901,ARAGUATINS,Axixá do Tocantins,ESC MUL PADRE IRTON,Urbana,Municipal
17001331,1702901,ARAGUATINS,Axixá do Tocantins,ESC MUL RUI BARBOSA,Rural,Municipal
17001358,1702901,ARAGUATINS,Axixá do Tocantins,ESC MUL SANTO ANTONIO,Rural,Municipal
17001374,1702901,ARAGUATINS,Axixá do Tocantins,ESC MUL SAO JOSE,Rural,Municipal
17001404,1702901,ARAGUATINS,Axixá do Tocantins,ESC MUL TIRADENTES,Rural,Municipal
17001439,1703800,ARAGUATINS,Buriti do Tocantins,COLEGIO ESTADUAL BURITI,Urbana,Estadual
17001455,1703800,ARAGUATINS,Buriti do Tocantins,ESCOLA ESTADUAL DE DARCINOPOLIS,Rural,Estadual
17001463,1703800,ARAGUATINS,Buriti do Tocantins,COLEGIO ESTADUAL PRESIDENTE TANCREDO DE ALMEIDA NEVES,Urbana,Estadual
17001471,1703800,ARAGUATINS,Buriti do Tocantins,ESCOLA ESTADUAL VICENTE CARLOS DE SOUZA,Urbana,Estadual
17001498,1703800,ARAGUATINS,Buriti do Tocantins,ESCOLA MUNICIPAL BURITI B,Urbana,Municipal
17001510,1703800,ARAGUATINS,Buriti do Tocantins,ESCOLA MUNICIPAL HENRIQUE ALVES GARCIA,Urbana,Municipal
17001536,1703800,ARAGUATINS,Buriti do Tocantins,ESCOLA MUNICIPAL LUIZ GONZAGA DE SOUSA,Urbana,Municipal
17001579,1703800,ARAGUATINS,Buriti do Tocantins,ESCOLA ESTADUAL MINISTRO NEY BRAGA,Rural,Estadual
17001595,1703826,TOCANTINOPOLIS,Cachoeirinha,ESCOLA ESTADUAL RAIMUNDO NONATO TORRES,Urbana,Estadual
17001625,1703826,TOCANTINOPOLIS,Cachoeirinha,ESCOLA MUL RUI BARBOSA,Urbana,Municipal
17001641,1703826,TOCANTINOPOLIS,Cachoeirinha,ESCOLA MUNICIPAL PEQUENO PRINCIPE,Urbana,Municipal
17001650,1703891,ARAGUATINS,Carrasco Bonito,ESCOLA ESTADUAL CICERO GOMES DE JESUS,Urbana,Estadual
17001668,1703891,ARAGUATINS,Carrasco Bonito,ESCOLA ESTADUAL INES VIANA COSTA,Rural,Estadual
17001706,1703891,ARAGUATINS,Carrasco Bonito,ESCOLA MUNICIPAL JOAO DEMETIL TOBIAS,Rural,Municipal
17001714,1703891,ARAGUATINS,Carrasco Bonito,ESCOLA MUNICIPAL ALINE MARTINS DE SOUSA,Urbana,Municipal
17001730,1706506,TOCANTINOPOLIS,Darcinópolis,COLEGIO ESTADUAL JOSE DE SOUZA PORTO,Urbana,Estadual
17001773,1706506,TOCANTINOPOLIS,Darcinópolis,ESCOLA MUNICIPAL D PEDRO I,Rural,Municipal
17001927,1706506,TOCANTINOPOLIS,Darcinópolis,ESCOLA MUNICIPAL VITOR DIAS,Urbana,Municipal
17001935,1707405,ARAGUATINS,Esperantina,ESCOLA ESTADUAL DR ULISSES GUIMARAES,Rural,Estadual
17001943,1710706,TOCANTINOPOLIS,Itaguatins,COLEGIO ESTADUAL OLAVO BILAC,Urbana,Estadual
17001994,1710706,TOCANTINOPOLIS,Itaguatins,ESC MUL ANGICO,Rural,Municipal
17002060,1710706,TOCANTINOPOLIS,Itaguatins,ESCOLA MUNICIPAL JAIME NUNES,Urbana,Municipal
17002109,1710706,TOCANTINOPOLIS,Itaguatins,ESCOLA MUNICIPAL MARIA SILVA BARRETO,Rural,Municipal
17002214,1710706,TOCANTINOPOLIS,Itaguatins,ESC MUL SAO DOMINGOS,Rural,Municipal
17002257,1710706,TOCANTINOPOLIS,Itaguatins,ESC MUL SAO LUIZ DAS PALMEIRAS,Rural,Municipal
17002338,1710706,TOCANTINOPOLIS,Itaguatins,ESC MUL STO ANTONIO DA CACHOEIRA,Urbana,Municipal
17002354,1710706,TOCANTINOPOLIS,Itaguatins,ESCOLA MUNICIPAL SUELY BARBOSA,Urbana,Municipal
17002370,1710706,TOCANTINOPOLIS,Itaguatins,ESCOLA MUNICIPAL TOCANTINS,Rural,Municipal
17002435,1712801,TOCANTINOPOLIS,Maurilândia do Tocantins,ESCOLA ESTADUAL PEDRO LUDOVICO TEIXEIRA,Urbana,Estadual
17002508,1712801,TOCANTINOPOLIS,Maurilândia do Tocantins,ESCOLA MUNICIPAL UNIAO DE TODOS,Rural,Municipal
17002567,1712801,TOCANTINOPOLIS,Maurilândia do Tocantins,ESCOLA INDIGENA PEPKRO,Rural,Estadual
17002591,1712801,TOCANTINOPOLIS,Maurilândia do Tocantins,ESCOLA MUNICIPAL CONSTANCIA DE MORAIS,Urbana,Municipal
17002648,1713809,TOCANTINOPOLIS,Palmeiras do Tocantins,COL EST RAIMUNDO NEIVA DE CARVALHO,Urbana,Estadual
17002737,1714302,TOCANTINOPOLIS,Nazaré,COLEGIO ESTADUAL PRESIDENTE CASTELO BRANCO,Urbana,Estadual
17002753,1720002,TOCANTINOPOLIS,Santa Terezinha do Tocantins,COL EST DR JOSE FELICIANO FERREIRA,Urbana,Estadual
17002770,1714302,TOCANTINOPOLIS,Nazaré,ESCOLA ESTADUAL PIACAVA,Rural,Estadual
17002877,1720002,TOCANTINOPOLIS,Santa Terezinha do Tocantins,ESCOLA MUNICIPAL ISABEL SANTANA DE FREITAS,Urbana,Municipal
17002907,1714302,TOCANTINOPOLIS,Nazaré,ESCOLA MUNICIPAL MARIANO MORAIS,Rural,Municipal
17002974,1714302,TOCANTINOPOLIS,Nazaré,ESC MUL 21 DE ABRIL,Urbana,Municipal
17003016,1720002,TOCANTINOPOLIS,Santa Terezinha do Tocantins,ESCOLA MUNICIPAL SAO PEDRO,Rural,Municipal
17003032,1714302,TOCANTINOPOLIS,Nazaré,ESCOLA MUNICIPAL SANTO ANTONIO,Rural,Municipal
17003075,1718303,ARAGUATINS,Praia Norte,COLEGIO ESTADUAL 1º DE JUNHO,Urbana,Estadual
17003083,1718303,ARAGUATINS,Praia Norte,ESCOLA ESTADUAL GENESIO GOMES,Urbana,Estadual
17003105,1718303,ARAGUATINS,Praia Norte,ESCOLA MUNICIPAL ALFREDO NASSER,Rural,Municipal
17003113,1718303,ARAGUATINS,Praia Norte,ESCOLA MUNICIPAL CAETANA DE MORAES COSTA,Rural,Municipal
17003156,1718303,ARAGUATINS,Praia Norte,ESCOLA MUNICIPAL GENESIO GOMES,Urbana,Municipal
17003180,1718303,ARAGUATINS,Praia Norte,ESCOLA MUNICIPAL JOSE LOPES DA SILVA,Rural,Municipal
17003229,1718303,ARAGUATINS,Praia Norte,ESCOLA MUNICIPAL REDENCAO,Rural,Municipal
17003237,1718303,ARAGUATINS,Praia Norte,ESCOLA MUNICIPAL RUI BARBOSA,Rural,Municipal
17003245,1718303,ARAGUATINS,Praia Norte,ESCOLA MUNICIPAL CASTELO BRANCO,Rural,Municipal
17003261,1718550,ARAGUAINA,Riachinho,ESCOLA ESTADUAL JOAO XXIII,Urbana,Estadual
17003393,1718550,ARAGUAINA,Riachinho,ESCOLA MUNICIPAL TANCREDO NEVES,Rural,Municipal
17003440,1718808,ARAGUATINS,Sampaio,ESCOLA ESTADUAL SAMPAIO,Urbana,Estadual
17003466,1718808,ARAGUATINS,Sampaio,ESCOLA MUNICIPAL 1º DE JUNHO,Urbana,Municipal
17003482,1718808,ARAGUATINS,Sampaio,ESCOLA MUNICIPAL ANTONIO FIRMINO DA SILVA,Rural,Municipal
17003512,1720101,ARAGUATINS,São Bento do Tocantins,COLEGIO ESTADUAL IRMAOS FILGUEIRAS,Urbana,Estadual
17003555,1720101,ARAGUATINS,São Bento do Tocantins,ESCOLA MUNICIPAL FELIPE JOSE DA SILVA,Rural,Municipal
17003580,1720101,ARAGUATINS,São Bento do Tocantins,ESCOLA MUNICIPAL JOSE MARIA PINHEIRO LOPES,Rural,Municipal
17003598,1720101,ARAGUATINS,São Bento do Tocantins,ESC MUL JOSE PEREIRA DE ARAUJO,Rural,Municipal
17003610,1720101,ARAGUATINS,São Bento do Tocantins,ESCOLA MUNICIPAL VITORIA DE FRANCA,Urbana,Municipal
17003644,1720200,ARAGUATINS,São Miguel do Tocantins,COLEGIO MILITAR DO ESTADO DO TOCANTINS - ESCOLA EST BELA VISTA,Rural,Estadual
17003652,1720200,ARAGUATINS,São Miguel do Tocantins,ESCOLA ESTADUAL SAO MIGUEL,Urbana,Estadual
17003660,1720200,ARAGUATINS,São Miguel do Tocantins,ESCOLA MUNICIPAL BELA VISTA,Rural,Municipal
17003679,1720200,ARAGUATINS,São Miguel do Tocantins,ESCOLA MUNICIPAL PROFESSORA FRANCISCA DAS CHAGAS SILVA MIRANDA,Rural,Municipal
17003709,1720200,ARAGUATINS,São Miguel do Tocantins,ESCOLA MUNICIPAL JOAO XXIII,Rural,Municipal
17003717,1720200,ARAGUATINS,São Miguel do Tocantins,ESCOLA MUNICIPAL JOAO PESSOA,Urbana,Municipal
17003725,1720200,ARAGUATINS,São Miguel do Tocantins,ESCOLA MUNICIPAL SAO RAIMUNDO,Rural,Municipal
17003741,1720200,ARAGUATINS,São Miguel do Tocantins,ESCOLA MUNICIPAL PESO DURO,Rural,Municipal
17003750,1720200,ARAGUATINS,São Miguel do Tocantins,ESCOLA MUNICIPAL BIANOR RODRIGUES BANDEIRA,Rural,Municipal
17003768,1720200,ARAGUATINS,São Miguel do Tocantins,ESCOLA MUNICIPAL PROFESSORA GERCINA SILVA DE ABREU,Rural,Municipal
17003776,1720200,ARAGUATINS,São Miguel do Tocantins,ESCOLA MUNICIPAL RUI BARBOSA,Rural,Municipal
17003784,1720200,ARAGUATINS,São Miguel do Tocantins,ESCOLA MUNICIPAL SETE BARRACAS,Rural,Municipal
17003806,1720200,ARAGUATINS,São Miguel do Tocantins,ESCOLA MUNICIPAL TURMA DA MONICA,Rural,Municipal
17003849,1720309,ARAGUATINS,São Sebastião do Tocantins,COLEGIO ESTADUAL IRIO OLIVEIRA SOUZA,Urbana,Estadual
17003857,1720309,ARAGUATINS,São Sebastião do Tocantins,COLEGIO ESTADUAL DR PEDRO LUDOVICO TEIXEIRA,Urbana,Estadual
17003938,1720309,ARAGUATINS,São Sebastião do Tocantins,ESCOLA MUNICIPAL GOIAS,Rural,Municipal
17003946,1720309,ARAGUATINS,São Sebastião do Tocantins,ESCOLA MUNICIPAL LETICIA CARNEIRO SOUZA,Urbana,Municipal
17003970,1720804,ARAGUATINS,Sítio Novo do Tocantins,ESCOLA ESTADUAL MAL RIBAS JUNIOR,Urbana,Estadual
17003997,1720804,ARAGUATINS,Sítio Novo do Tocantins,ESCOLA ESTADUAL MANOEL ESTEVAO DE SOUSA,Urbana,Estadual
17004012,1720804,ARAGUATINS,Sítio Novo do Tocantins,ESCOLA MUNICIPAL 14 DE OUTUBRO,Urbana,Municipal
17004039,1720804,ARAGUATINS,Sítio Novo do Tocantins,ESCOLA MUNICIPAL 7 DE SETEMBRO,Rural,Municipal
17004080,1720804,ARAGUATINS,Sítio Novo do Tocantins,ESCOLA MUNICIPAL DUQUE DE CAXIAS,Urbana,Municipal
17004101,1720804,ARAGUATINS,Sítio Novo do Tocantins,ESCOLA MUNICIPAL GETULIO VARGAS,Rural,Municipal
17004128,1720804,ARAGUATINS,Sítio Novo do Tocantins,ESCOLA MUNICIPAL JARBAS PASSARINHO,Rural,Municipal
17004144,1720804,ARAGUATINS,Sítio Novo do Tocantins,ESCOLA MUNICIPAL RUI BARBOSA,Urbana,Municipal
17004152,1720804,ARAGUATINS,Sítio Novo do Tocantins,ESCOLA MUNICIPAL SAO PEDRO,Rural,Municipal
17004209,1721208,TOCANTINOPOLIS,Tocantinópolis,COLEGIO ESTADUAL DOM ORIONE,Urbana,Estadual
17004217,1721208,TOCANTINOPOLIS,Tocantinópolis,CENTRO DE ENSINO MEDIO GIRASSOL DE TEMPO INTEGRAL DARCY MARINHO,Urbana,Estadual
17004241,1721208,TOCANTINOPOLIS,Tocantinópolis,ESCOLA MUNICIPAL 7 DE SETEMBRO,Rural,Municipal
17004268,1700301,TOCANTINOPOLIS,Aguiarnópolis,COLEGIO ESTADUAL GIRASSOL DE TEMPO INTEGRAL NAZARE NUNES DA SILVA,Urbana,Estadual
17004276,1721208,TOCANTINOPOLIS,Tocantinópolis,ESCOLA ESTADUAL INDIGENA KUNITIK,Rural,Estadual
17004284,1712454,TOCANTINOPOLIS,Luzinópolis,COLEGIO ESTADUAL JUSCELINO KUBITSCHEK DE OLIVEIRA,Urbana,Estadual
17004314,1721208,TOCANTINOPOLIS,Tocantinópolis,ESC EST GIRASSOL DE TEMPO INTEGRAL PROF ALDENORA ALVES CORREIA,Urbana,Estadual
17004322,1721208,TOCANTINOPOLIS,Tocantinópolis,ESCOLA ESTADUAL GIRASSOL DE TEMPO INTEGRAL XV DE NOVEMBRO,Urbana,Estadual
17004373,1721208,TOCANTINOPOLIS,Tocantinópolis,ESCOLA MUNICIPAL ALVINO NUNES DA SILVA,Rural,Municipal
17004390,1721208,TOCANTINOPOLIS,Tocantinópolis,ESCOLA MUNICIPAL ANTONIO FERNANDES DOS SANTOS,Rural,Municipal
17004594,1712454,TOCANTINOPOLIS,Luzinópolis,ESCOLA MUNICIPAL E CRECHE JARDIM BEIJA FLOR,Urbana,Municipal
17004616,1721208,TOCANTINOPOLIS,Tocantinópolis,PRE-ESCOLAR MAE EDUVIRGENS,Urbana,Municipal
17004632,1721208,TOCANTINOPOLIS,Tocantinópolis,ESCOLA MUNICIPAL NOVO AEROPORTO,Rural,Municipal
17004721,1721208,TOCANTINOPOLIS,Tocantinópolis,ESCOLA MUNICIPAL IRAIDES ALVES FERREIRA,Urbana,Municipal
17004756,1721208,TOCANTINOPOLIS,Tocantinópolis,ESCOLA MUNICIPAL TANCREDO DE ALMEIDA NEVES,Urbana,Municipal
17004780,1721208,TOCANTINOPOLIS,Tocantinópolis,ESCOLA MUNICIPAL WALFREDO CAMPOS MAIA,Urbana,Municipal
17004799,1721208,TOCANTINOPOLIS,Tocantinópolis,ESCOLA ESTADUAL PAROQUIAL CRISTO REI,Urbana,Estadual
17004810,1721208,TOCANTINOPOLIS,Tocantinópolis,ESCOLA MUNICIPAL MANOEL DE SOUSA LIMA,Rural,Municipal
17004829,1721208,TOCANTINOPOLIS,Tocantinópolis,ESCOLA INDIGENA MATYK,Rural,Estadual
17004918,1701309,ARAGUAINA,Aragominas,COLEGIO ESTADUAL GETULIO VARGAS,Urbana,Estadual
17004926,1701309,ARAGUAINA,Aragominas,ESC MUL GERALDO DA CUNHA FERREIRA,Urbana,Municipal
17004942,1702109,ARAGUAINA,Araguaína,ESCOLA ESPECIAL RAIOS DE LUZ - APAE,Urbana,Privada
17004950,1702109,ARAGUAINA,Araguaína,CENTRO DE ENSINO MEDIO PAULO FREIRE,Urbana,Estadual
17004977,1702109,ARAGUAINA,Araguaína,COLEGIO ESTADUAL ADOLFO BEZERRA DE MENEZES,Urbana,Estadual
17004985,1702109,ARAGUAINA,Araguaína,CENTRO DE ENSINO MEDIO BENJAMIM JOSE DE ALMEIDA,Urbana,Estadual
17004993,1702109,ARAGUAINA,Araguaína,COLEGIO ESTADUAL GUILHERME DOURADO,Urbana,Estadual
17005000,1702109,ARAGUAINA,Araguaína,CENTRO DE ENSINO MEDIO CASTELO BRANCO,Urbana,Estadual
17005019,1702109,ARAGUAINA,Araguaína,COLEGIO ESTADUAL RUI BARBOSA,Urbana,Estadual
17005027,1702109,ARAGUAINA,Araguaína,ESCOLA ESTADUAL GIRASSOL DE TEMPO INTEGRAL SANCHA FERREIRA,Urbana,Estadual
17005078,1702109,ARAGUAINA,Araguaína,ASSOCIACAO SANTA CRUZ DE ARAGUAINA,Urbana,Privada
17005094,1702109,ARAGUAINA,Araguaína,COLEGIO DE APLICACAO,Urbana,Estadual
17005132,1702109,ARAGUAINA,Araguaína,CRECHE MAE DE DEUS,Urbana,Privada
17005140,1702109,ARAGUAINA,Araguaína,CENTRO EDUCACIONAL INFANTIL MUNICIPAL ANTONIO RAIMUNDO COSTA,Urbana,Municipal
17005159,1702109,ARAGUAINA,Araguaína,CENTRO EDUCACIONAL INFANTIL MUNICIPAL NATALINA MARIA DE JESUS,Urbana,Municipal
17005167,1702109,ARAGUAINA,Araguaína,CENTRO EDUCACIONAL INFANTIL MUNICIPAL TEREZA HILARIO RIBEIRO,Urbana,Municipal
17005175,1702109,ARAGUAINA,Araguaína,CENTRO EDUCACIONAL INFANTIL MUNICIPAL WILLIAM CASTELO BRANCO MARTINS,Urbana,Municipal
17005183,1702109,ARAGUAINA,Araguaína,CRECHE NORMANDO SOUZA LINHARES,Urbana,Privada
17005191,1702109,ARAGUAINA,Araguaína,CENTRO EDUCACIONAL INFANTIL MUNICIPAL JOSE MARTINS SANTOS TENENTE,Urbana,Municipal
17005230,1702109,ARAGUAINA,Araguaína,ESCOLA ESTADUAL ESPIRITA ANDRE LUIZ,Urbana,Estadual
17005248,1702109,ARAGUAINA,Araguaína,COLEGIO ESTADUAL ADEMAR VICENTE FERREIRA SOBRINHO,Urbana,Estadual
17005264,1702109,ARAGUAINA,Araguaína,COLEGIO ESTADUAL CAMPOS BRASIL,Urbana,Estadual
17005280,1702109,ARAGUAINA,Araguaína,ESCOLA ESTADUAL PROFESSOR JOAO ALVES BATISTA,Urbana,Estadual
17005299,1702109,ARAGUAINA,Araguaína,ESCOLA ESTADUAL GIRASSOL DE TEMPO INTEGRAL DEPUTADO FEDERAL JOSE ALVES DE ASSIS,Urbana,Estadual
17005329,1702109,ARAGUAINA,Araguaína,ESCOLA ESTADUAL FRANCISCO MAXIMO DE SOUSA,Urbana,Estadual
17005337,1702109,ARAGUAINA,Araguaína,COLEGIO ESTADUAL PROFESSORA SILVANDIRA SOUSA LIMA,Urbana,Estadual
17005345,1702109,ARAGUAINA,Araguaína,COLEGIO ESTADUAL HENRIQUE CIRQUEIRA AMORIM,Urbana,Estadual
17005353,1702109,ARAGUAINA,Araguaína,ESC EST JOAO GUILHERME LEITE KUNZE,Urbana,Estadual
17005361,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL JOAQUIM DE BRITO PARANAGUA,Urbana,Municipal
17005370,1702109,ARAGUAINA,Araguaína,COLEGIO ESTADUAL JORGE AMADO,Urbana,Estadual
17005396,1702109,ARAGUAINA,Araguaína,ESCOLA ESTADUAL MARECHAL RONDON,Urbana,Estadual
17005400,1702109,ARAGUAINA,Araguaína,ESCOLA ESTADUAL MANOEL GOMES DA CUNHA,Urbana,Estadual
17005426,1702109,ARAGUAINA,Araguaína,ESCOLA ESTADUAL MODELO,Urbana,Estadual
17005434,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL MODERNA PROFESSORA MARIA DOS ANJOS CARREIRO,Urbana,Municipal
17005442,1702109,ARAGUAINA,Araguaína,ESCOLA ESTADUAL NORTE GOIANO,Urbana,Estadual
17005477,1702109,ARAGUAINA,Araguaína,ESCOLA ESTADUAL PROFESSOR ALFREDO NASSER,Urbana,Estadual
17005493,1702109,ARAGUAINA,Araguaína,COLEGIO ESTADUAL WELDER MARIA DE ABREU SALES,Urbana,Estadual
17005531,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL MEU CASTELINHO,Urbana,Municipal
17005566,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL AURELIO BUARQUE DE HOLANDA,Urbana,Municipal
17005582,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL BENEDITO CANUTO BRAGA,Urbana,Municipal
17005620,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL CABO LUZIMAR MACHADO,Urbana,Municipal
17005647,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL CASEMIRO FERREIRA SOARES,Urbana,Municipal
17005728,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL DR CESAR BELMINO BARBOSA EVANGELISTA,Urbana,Municipal
17005744,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL DR SIMAO LUTZ KOSSOBUTZKI,Urbana,Municipal
17005752,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL DUQUE DE CAXIAS,Rural,Municipal
17005760,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL GENTIL FERREIRA BRITO,Urbana,Municipal
17005795,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL JOSE DIAS CARNEIRO,Rural,Municipal
17005809,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL JOSE NOGUEIRA,Rural,Municipal
17005817,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL JOSE RIBEIRO DOS SANTOS,Rural,Municipal
17005825,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL LEIA RAQUEL DIAS MOTA,Urbana,Municipal
17005850,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL MANOEL LIRA,Urbana,Municipal
17005876,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL CANDIDO BARREIRA GUIMARAES,Rural,Municipal
17005884,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL MARIA DA CONCEICAO COSTA LUZ,Urbana,Municipal
17005949,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL OLAVO BILAC,Urbana,Municipal
17005965,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL PEDRO SEGUNDO DA ROCHA,Rural,Municipal
17005981,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL PREFEITO JOAO DE SOUSA LIMA,Urbana,Municipal
17005990,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL PROFESSORA JOSEFA DIAS DA SILVA,Urbana,Municipal
17006040,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL SALOMAO CARDOSO,Urbana,Municipal
17006066,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL SANTA TEREZA,Rural,Municipal
17006090,1702109,ARAGUAINA,Araguaína,ESCOLA PAROQUIAL SAO DOMINGOS,Urbana,Municipal
17006147,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL SAO MIGUEL,Urbana,Municipal
17006155,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL SAO VICENTE DE PAULA,Urbana,Municipal
17006171,1702109,ARAGUAINA,Araguaína,ESC MUL SANTA ROSA,Rural,Municipal
17006201,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL TEREZA HILARIO RIBEIRO,Urbana,Municipal
17006210,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL TOMAZ BATISTA,Urbana,Municipal
17006236,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL UNIAO,Rural,Municipal
17006244,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL VEREADOR RAIMUNDO FALCAO COELHO,Urbana,Municipal
17006260,1702109,ARAGUAINA,Araguaína,ESCOLA MUNICIPAL ZECA BARROS,Urbana,Municipal
17006279,1702109,ARAGUAINA,Araguaína,ESCOLA ESTADUAL PAROQUIAL LUIZ AUGUSTO,Urbana,Estadual
17006406,1702109,ARAGUAINA,Araguaína,CENTRO DE EDUCACAO E TECNOLOGIA DO SENAI ANTONIO FABIO RIBEIRO,Urbana,Privada
17006422,1702158,ARAGUAINA,Araguanã,ESCOLA ESTADUAL MACHADO DE ASSIS,Urbana,Estadual
17006430,1702158,ARAGUAINA,Araguanã,ESCOLA ESTADUAL SAO PEDRO,Urbana,Estadual
17006449,1702158,ARAGUAINA,Araguanã,ESCOLA MUNICIPAL JOSE DE ALENCAR,Rural,Municipal
17006473,1702158,ARAGUAINA,Araguanã,ESCOLA MUNICIPAL TIRADENTES,Urbana,Municipal
17006481,1702307,COLINAS DO TOCANTINS,Arapoema,COLEGIO ESTADUAL RUILON DIAS CARNEIRO,Urbana,Estadual
17006490,1702307,COLINAS DO TOCANTINS,Arapoema,CMEI IRMA RITA,Urbana,Municipal
17006503,1702307,COLINAS DO TOCANTINS,Arapoema,ESCOLA ESTADUAL ANTONIO DELFINO GUIMARAES,Urbana,Estadual
17006511,1703057,COLINAS DO TOCANTINS,Bandeirantes do Tocantins,ESCOLA ESTADUAL ARCELINO FRANCISCO DO NASCIMENTO,Urbana,Estadual
17006740,1703057,COLINAS DO TOCANTINS,Bandeirantes do Tocantins,ESCOLA MUNICIPAL VEREADOR OSMAR FRANCISCO GONZAGA,Rural,Municipal
17006759,1702307,COLINAS DO TOCANTINS,Arapoema,ESCOLA MUNICIPAL PROFESSOR FRANCISCO JOSE PEREIRA,Urbana,Municipal
17006783,1703057,COLINAS DO TOCANTINS,Bandeirantes do Tocantins,ESC MUL SAO JUDAS TADEU,Rural,Municipal
17006848,1703008,ARAGUAINA,Babaçulândia,COLEGIO ESTADUAL LEOPOLDO DE BULHOES,Urbana,Estadual
17006872,1703008,ARAGUAINA,Babaçulândia,ESCOLA ESTADUAL RUI BARBOSA,Urbana,Estadual
17007003,1703008,ARAGUAINA,Babaçulândia,ESCOLA MUNICIPAL BENJAMIM DE SOUSA PARENTE,Rural,Municipal
17007089,1703008,ARAGUAINA,Babaçulândia,ESCOLA MUNICIPAL JOSE BONIFACIO,Urbana,Municipal
17007216,1703008,ARAGUAINA,Babaçulândia,ESCOLA MUNICIPAL SAO FRANCISCO,Rural,Municipal
17007330,1703008,ARAGUAINA,Babaçulândia,ESCOLA MUNICIPAL SANTA PAZ,Rural,Municipal
17007429,1703883,ARAGUAINA,Carmolândia,ESC EST BARTOLOMEU BUENO DA SILVA,Urbana,Estadual
17007453,1703883,ARAGUAINA,Carmolândia,ESC MUL MARIO PEDRO DE OLIVEIRA,Urbana,Municipal
17007461,1703883,ARAGUAINA,Carmolândia,ESC MUL VIRGILINO BATISTA DOS SANTOS,Urbana,Municipal
17007470,1705508,COLINAS DO TOCANTINS,Colinas do Tocantins,COLEGIO ALBERT EINSTEIN,Urbana,Privada
17007488,1705508,COLINAS DO TOCANTINS,Colinas do Tocantins,ESCOLA ESTADUAL FRANCISCO PEREIRA FELICIO,Urbana,Estadual
17007496,1705508,COLINAS DO TOCANTINS,Colinas do Tocantins,CENTRO DE ENSINO MEDIO PRESIDENTE CASTELO BRANCO,Urbana,Estadual
17007500,1705508,COLINAS DO TOCANTINS,Colinas do Tocantins,COLEGIO MILITAR DO ESTADO DO TOCANTINS - JOAO XXIII,Urbana,Estadual
17007518,1705508,COLINAS DO TOCANTINS,Colinas do Tocantins,COLEGIO ESTADUAL GIRASSOL DE TEMPO INTEGRAL ERNESTO BARROS,Urbana,Estadual
17007526,1705508,COLINAS DO TOCANTINS,Colinas do Tocantins,ESCOLA ESTADUAL LACERDINO OLIVEIRA CAMPOS,Urbana,Estadual
17007593,1705508,COLINAS DO TOCANTINS,Colinas do Tocantins,ESCOLA MUNICIPAL CANTINHO DA ALEGRIA,Urbana,Municipal
17007607,1705508,COLINAS DO TOCANTINS,Colinas do Tocantins,ESCOLA MUNICIPAL PEDRO LUDOVICO TEIXEIRA,Urbana,Municipal
17007615,1705508,COLINAS DO TOCANTINS,Colinas do Tocantins,ESC MUL EURIPEDES BARSANULFO,Urbana,Municipal
