codigo_escola,codigo_municipio,sre,municipio,escola,localizacao,dependencia
17007631,1705508,COLINAS DO TOCANTINS,Colinas do Tocantins,ESCOLA MUNICIPAL JOSE TEODORO RODRIGUES,Urbana,Municipal
17007640,1705508,COLINAS DO TOCANTINS,Colinas do Tocantins,ESCOLA MUNICIPAL PROFESSOR ODIMAR LOPES DA SILVA,Urbana,Municipal
17007658,1705508,COLINAS DO TOCANTINS,Colinas do Tocantins,ESCOLA MUNICIPAL MARIA PEREIRA GUIMARAES,Urbana,Municipal
17007682,1705508,COLINAS DO TOCANTINS,Colinas do Tocantins,CMEI PARAISO CENTRO MUNICIPAL DE EDUCACAO INFANTIL PARAISO,Urbana,Municipal
17007690,1705508,COLINAS DO TOCANTINS,Colinas do Tocantins,ESCOLA MUNICIPAL PRIMAVERA,Urbana,Municipal
17007828,1705508,COLINAS DO TOCANTINS,Colinas do Tocantins,ESCOLA FAMILIA AGRICOLA ZE DE DEUS,Rural,Estadual
17007836,1705508,COLINAS DO TOCANTINS,Colinas do Tocantins,ESCOLA MUNICIPAL TEODOMIRO RODRIGUES DA ROCHA,Urbana,Municipal
17007852,1705508,COLINAS DO TOCANTINS,Colinas do Tocantins,ESCOLA ESTADUAL PRESBITERIANA DE COLINAS DO TOCANTINS,Urbana,Estadual
17007860,1705508,COLINAS DO TOCANTINS,Colinas do Tocantins,REDE DE ENSINO PROPOSITO - REP,Urbana,Privada
17007887,1707702,ARAGUAINA,Filadélfia,COLEGIO ESTADUAL PROFESSORA ANA FRANCISCA MARANHAO DE SOUSA,Urbana,Estadual
17007895,1707702,ARAGUAINA,Filadélfia,ESCOLA ESTADUAL ADEUVALDO DE OLIVEIRA MORAES,Urbana,Estadual
17007941,1707702,ARAGUAINA,Filadélfia,ESC MUL ABRAO BRAGA DA LUZ,Rural,Municipal
17007968,1707702,ARAGUAINA,Filadélfia,ESC MUL NOVA ALEGRIA,Rural,Municipal
17008131,1707702,ARAGUAINA,Filadélfia,ESC MUL CRIANCA ALEGRE,Rural,Municipal
17008255,1707702,ARAGUAINA,Filadélfia,ESC MUL JOAQUIM DIAS RIBEIRO,Rural,Municipal
17008492,1707702,ARAGUAINA,Filadélfia,ESC MUL PEDRO PEREIRA DE ALMEIDA,Rural,Municipal
17008719,1707702,ARAGUAINA,Filadélfia,ESC MUL TENENTE COSTA LEITE,Rural,Municipal
17008760,1707702,ARAGUAINA,Filadélfia,GRUPO ESCOLAR DONA MAURA LEAL VALADARES,Urbana,Municipal
17008786,1713957,ARAGUAINA,Muricilândia,ESCOLA ESTADUAL DE MURICILANDIA,Urbana,Estadual
17008794,1713957,ARAGUAINA,Muricilândia,COLEGIO ESTADUAL MARECHAL COSTA E SILVA,Urbana,Estadual
17008816,1713957,ARAGUAINA,Muricilândia,ESC MUL D PEDRO I,Rural,Municipal
17008824,1718865,ARAGUAINA,Santa Fé do Araguaia,ESCOLA MUNICIPAL DE TEMPO INTEGRAL EMANUEL,Rural,Municipal
17008832,1713957,ARAGUAINA,Muricilândia,ESC MUL NOVA MURICILANDIA,Urbana,Municipal
17008867,1714880,ARAGUAINA,Nova Olinda,COLEGIO ESTADUAL DOUTOR HELIO SOUZA BUENO,Urbana,Estadual
17008891,1714880,ARAGUAINA,Nova Olinda,ESCOLA MUNICIPAL PEDRO CHICOU DE ALENCAR,Urbana,Municipal
17008905,1714880,ARAGUAINA,Nova Olinda,ESCOLA ESTADUAL PROFESSORA HAMEDY CURY QUEIROZ,Urbana,Estadual
17009014,1714880,ARAGUAINA,Nova Olinda,ESCOLA MUNICIPAL LADISLAU DE OLIVEIRA,Urbana,Municipal
17009030,1714880,ARAGUAINA,Nova Olinda,ESCOLA MUNICIPAL MARIA LIRA,Urbana,Municipal
17009316,1715705,COLINAS DO TOCANTINS,Palmeirante,ESCOLA ESTADUAL JOAO AIRES GABRIEL,Urbana,Estadual
17009669,1716307,COLINAS DO TOCANTINS,Pau D'Arco,ESCOLA MUNICIPAL DOMINGAS RIBEIRO,Urbana,Municipal
17009707,1716307,COLINAS DO TOCANTINS,Pau D'Arco,ESCOLA MUNICIPAL POLIANA KENIA,Rural,Municipal
17009774,1717206,ARAGUAINA,Piraquê,ESCOLA ESTADUAL SAO JOSE,Urbana,Estadual
17009820,1717206,ARAGUAINA,Piraquê,ESCOLA MUNICIPAL DE TEMPO INTEGRAL PADRE ANTONIO,Urbana,Municipal
17009880,1718865,ARAGUAINA,Santa Fé do Araguaia,ESCOLA ESTADUAL ANAIDES BRITO MIRANDA,Urbana,Estadual
17009898,1718865,ARAGUAINA,Santa Fé do Araguaia,ESCOLA ESTADUAL CASTRO ALVES,Urbana,Estadual
17009987,1718865,ARAGUAINA,Santa Fé do Araguaia,ESCOLA MUNICIPAL DE TEMPO INTEGRAL SAO PAULO,Rural,Municipal
17010012,1722081,ARAGUAINA,Wanderlândia,ESCOLA ESTADUAL D PEDRO II,Urbana,Estadual
17010020,1722081,ARAGUAINA,Wanderlândia,COLEGIO ESTADUAL JOSE LUIZ SIQUEIRA,Urbana,Estadual
17010071,1722081,ARAGUAINA,Wanderlândia,ESCOLA MUNICIPAL CANDIDO ARAUJO,Rural,Municipal
17010136,1722081,ARAGUAINA,Wanderlândia,ESCOLA MUL ENGENHEIRO BERNARDO SAYAO,Rural,Municipal
17010195,1722081,ARAGUAINA,Wanderlândia,ESCOLA MUL JOSE HENRIQUE DOS SANTOS,Rural,Municipal
17010330,1722107,ARAGUAINA,Xambioá,ESCOLA ESTADUAL EURICO MOTA,Urbana,Estadual
17010365,1722107,ARAGUAINA,Xambioá,ESCOLA ESTADUAL PAROQUIAL SAO MIGUEL,Urbana,Estadual
17010390,1722107,ARAGUAINA,Xambioá,ESCOLA MUNICIPAL DOM CORNELIO CHIZZINI,Urbana,Municipal
17010403,1722107,ARAGUAINA,Xambioá,ESCOLA MUNICIPAL FRANCISCO OLIVEIRA,Urbana,Municipal
17010462,1722107,ARAGUAINA,Xambioá,COLEGIO ESTADUAL PROFESSORA JULIANA BARROS,Urbana,Estadual
17010500,1722107,ARAGUAINA,Xambioá,ESCOLA MUNICIPAL RUI BARBOSA,Rural,Municipal
17010519,1722107,ARAGUAINA,Xambioá,ESCOLA MUNICIPAL SEVERINO TEIXEIRA DA ROCHA,Urbana,Municipal
17010535,1700251,PARAISO,Abreulândia,COLEGIO ESTADUAL SAO PEDRO,Urbana,Estadual
17010748,1701903,PARAISO,Araguacema,COLEGIO ESTADUAL DE ARAGUACEMA,Urbana,Estadual
17010829,1701903,PARAISO,Araguacema,ESCOLA MUNICIPAL JOSE WILSON LEITE,Urbana,Municipal
17010926,1703107,PARAISO,Barrolândia,COLEGIO ESTADUAL PRESIDENTE TANCREDO NEVES,Urbana,Estadual
17010934,1703107,PARAISO,Barrolândia,ESC EST PRESIDENTE COSTA E SILVA,Urbana,Estadual
17010950,1703107,PARAISO,Barrolândia,ESCOLA ESTADUAL PAULINA CAMARA,Urbana,Estadual
17011396,1703206,COLINAS DO TOCANTINS,Bernardo Sayão,COLEGIO ESTADUAL BERNARDO SAYAO,Urbana,Estadual
17011485,1703206,COLINAS DO TOCANTINS,Bernardo Sayão,ESCOLA MUNICIPAL EVERTON DE ALMEIDA JUNIOR,Rural,Municipal
17011540,1703206,COLINAS DO TOCANTINS,Bernardo Sayão,ESCOLA MUNICIPAL SIMAO ALVES DE MOURA,Rural,Municipal
17011582,1703206,COLINAS DO TOCANTINS,Bernardo Sayão,ESCOLA MUNICIPAL CRIANCA FELIZ,Urbana,Municipal
17011590,1703602,COLINAS DO TOCANTINS,Brasilândia do Tocantins,COLEGIO ESTADUAL SEBASTIAO RODRIGUES SALES,Urbana,Estadual
17011698,1703602,COLINAS DO TOCANTINS,Brasilândia do Tocantins,ESCOLA MUNICIPAL PAULO VI,Urbana,Municipal
17011728,1703602,COLINAS DO TOCANTINS,Brasilândia do Tocantins,ESCOLA MUNICIPAL NESTOR PEREIRA DE SOUSA,Urbana,Municipal
17011736,1703909,PARAISO,Caseara,COLEGIO ESTADUAL TRAJANO DE ALMEIDA,Urbana,Estadual
17011744,1703909,PARAISO,Caseara,ESC EST JOSE ALVES DE ASSIS,Urbana,Estadual
17011752,1703909,PARAISO,Caseara,ESCOLA MUNICIPAL ARISTEU CAMARGO,Urbana,Municipal
17011787,1706001,GUARAI,Couto Magalhães,COLEGIO ESTADUAL ARCHANGELA MILHOMEM,Urbana,Estadual
17011795,1706001,GUARAI,Couto Magalhães,ESCOLA ESTADUAL ARLINDA ROSA,Urbana,Estadual
17011841,1706001,GUARAI,Couto Magalhães,ESC MUL CORDULINA COSTA REGO,Urbana,Municipal
17012104,1707108,PARAISO,Divinópolis do Tocantins,COLEGIO ESTADUAL JOAO DIAS SOBRINHO,Urbana,Estadual
17012112,1707108,PARAISO,Divinópolis do Tocantins,ESCOLA ESTADUAL DONA CANDIDA DE FREITAS,Urbana,Estadual
17012171,1707108,PARAISO,Divinópolis do Tocantins,ESCOLA MUNICIPAL ISABEL CARLOS WANDERLEY,Urbana,Municipal
17012180,1713700,PARAISO,Monte Santo do Tocantins,ESCOLA MUNICIPAL JOSE BENICIO MARIZ,Urbana,Municipal
17012295,1707108,PARAISO,Divinópolis do Tocantins,CENTRO EDUCACIONAL MUNICIPAL SANTA RITA DE CASSIA,Urbana,Municipal
17012325,1713700,PARAISO,Monte Santo do Tocantins,ESCOLA MUNICIPAL TOCANTINS,Urbana,Municipal
17012350,1707207,MIRACEMA DO TOCANTINS,Dois Irmãos do Tocantins,COLEGIO ESTADUAL PRESIDENTE CASTELO BRANCO,Urbana,Estadual
17012384,1707207,MIRACEMA DO TOCANTINS,Dois Irmãos do Tocantins,ESC MUL AURELIO BUARQUE,Rural,Municipal
17012589,1707207,MIRACEMA DO TOCANTINS,Dois Irmãos do Tocantins,ESCOLA MUNICIPAL GUIMARAES ROSA,Rural,Municipal
17012627,1707207,MIRACEMA DO TOCANTINS,Dois Irmãos do Tocantins,ESC MUL MACHADO DE ASSIS,Rural,Municipal
17012732,1707207,MIRACEMA DO TOCANTINS,Dois Irmãos do Tocantins,ESC MUL PETRONIO LIMA ARBUES,Urbana,Municipal
17012805,1707207,MIRACEMA DO TOCANTINS,Dois Irmãos do Tocantins,ESCOLA MUNICIPAL SINO DE OURO,Rural,Municipal
17012970,1708304,GUARAI,Goianorte,COLEGIO ESTADUAL ANTENOR BARREIRA,Urbana,Estadual
17012988,1708304,GUARAI,Goianorte,COLEGIO ESTADUAL MORRO DO MATO,Urbana,Estadual
17012996,1708304,GUARAI,Goianorte,ESCOLA MUNICIPAL CIDADE LEER,Rural,Municipal
17013160,1708304,GUARAI,Goianorte,ESCOLA MUNICIPAL DR JOSE RODRIGUES FERREIRA,Urbana,Municipal
17013356,1709302,GUARAI,Guaraí,COLEGIO COMERCIAL IMPACTO,Urbana,Privada
17013364,1709302,GUARAI,Guaraí,COLEGIO MILITAR DO ESTADO DO TOCANTINS - DONA ANAIDES BRITO MIRANDA,Urbana,Estadual
17013372,1709302,GUARAI,Guaraí,COLEGIO ESTADUAL RAIMUNDO ALENCAR LEAO,Urbana,Estadual
17013399,1709302,GUARAI,Guaraí,EDUCANDARIO MORANGUINHO,Urbana,Privada
17013410,1709302,GUARAI,Guaraí,COLEGIO ESTADUAL ANTONIO ALENCAR LEAO,Urbana,Estadual
17013429,1709302,GUARAI,Guaraí,ESCOLA ESTADUAL IRINEU ALBANO HENDGES,Urbana,Estadual
17013453,1709302,GUARAI,Guaraí,CENTRO DE ENSINO MEDIO OQUERLINA TORRES,Urbana,Estadual
17013461,1709302,GUARAI,Guaraí,ESCOLA MUNICIPAL SOSSEGO DA MAMAE,Urbana,Municipal
17013550,1716703,GUARAI,Colméia,ESCOLA MUNICIPAL CARLOS CHAGAS,Rural,Municipal
17013674,1709302,GUARAI,Guaraí,ESC MUL NUCLEO EUCLIDES DA CUNHA,Rural,Municipal
17013739,1709302,GUARAI,Guaraí,ESC MUL INTEG LEONCIO DE SOUSA MIRANDA,Urbana,Municipal
17013763,1709302,GUARAI,Guaraí,ESCOLA MUNICIPAL LUIZ DE CAMOES,Urbana,Municipal
17013976,1709302,GUARAI,Guaraí,ESC MUL NUCLEO SAO MIGUEL,Rural,Municipal
17014026,1709302,GUARAI,Guaraí,ESCOLA MUNICIPAL JK,Urbana,Municipal
17014034,1709302,GUARAI,Guaraí,ESCOLA MUNICIPAL PROFESSORA MARIA DO SOCORRO COELHO SILVA,Urbana,Municipal
17014042,1721257,PEDRO AFONSO,Tupirama,ESCOLA ESTADUAL GIRASSOL DE TEMPO INTEGRAL MARIA DA GLORIA,Urbana,Estadual
17014050,1711100,GUARAI,Itaporã do Tocantins,COLEGIO ESTADUAL FRANCISCA ALVES DE ALENCAR,Urbana,Estadual
17014298,1711803,COLINAS DO TOCANTINS,Juarina,COLEGIO ESTADUAL ZICO DORNELES,Urbana,Estadual
17014522,1712504,PARAISO,Marianópolis do Tocantins,COLEGIO ESTADUAL DAVID BARBOSA ROLINS,Urbana,Estadual
17014530,1712504,PARAISO,Marianópolis do Tocantins,ESC MUL AMAZILIO DE SOUZA RIBEIRO,Urbana,Municipal
17014646,1713205,MIRACEMA DO TOCANTINS,Miracema do Tocantins,COLEGIO MILITAR DO ESTADO DO TOCANTINS - SANTA TEREZINHA,Urbana,Estadual
17014654,1713205,MIRACEMA DO TOCANTINS,Miracema do Tocantins,COLEGIO ESTADUAL TOCANTINS,Urbana,Estadual
17014719,1713205,MIRACEMA DO TOCANTINS,Miracema do Tocantins,ESCOLA MUNICIPAL DE ENSINO FUNDAMENTAL BRIGADEIRO LISIAS RODRIGUES,Urbana,Municipal
17014727,1713205,MIRACEMA DO TOCANTINS,Miracema do Tocantins,CENTRO DE ENSINO MEDIO DONA FILOMENA MOREIRA DE PAULA,Urbana,Estadual
17014751,1713205,MIRACEMA DO TOCANTINS,Miracema do Tocantins,ESCOLA ESTADUAL JOSE DAMASCENO VASCONCELOS,Urbana,Estadual
17014760,1713205,MIRACEMA DO TOCANTINS,Miracema do Tocantins,ESCOLA ESTADUAL ONESINA BANDEIRA,Urbana,Estadual
17014778,1713205,MIRACEMA DO TOCANTINS,Miracema do Tocantins,ESCOLA ESTADUAL OSCAR SARDINHA,Urbana,Estadual
17014824,1713205,MIRACEMA DO TOCANTINS,Miracema do Tocantins,ESC MUNICIPAL DE EDUCACAO DO CAMPO BARTOLOMEU FRAGA,Rural,Municipal
17014867,1713205,MIRACEMA DO TOCANTINS,Miracema do Tocantins,ESCOLA MUNICIPAL DE EDUCACAO DO CAMPO BOANERGES MOREIRA DE PAULA,Rural,Municipal
17015324,1713205,MIRACEMA DO TOCANTINS,Miracema do Tocantins,ESC MUNICIPAL DE EDUCACAO DO CAMPO VALE DO TOCANTINS,Rural,Municipal
17015367,1713304,MIRACEMA DO TOCANTINS,Miranorte,COLEGIO ESTADUAL NOSSA SENHORA DA PROVIDENCIA,Urbana,Estadual
17015375,1713304,MIRACEMA DO TOCANTINS,Miranorte,CENTRO DE ENSINO MEDIO RUI BRASIL CAVALCANTE,Urbana,Estadual
17015464,1713304,MIRACEMA DO TOCANTINS,Miranorte,ESCOLA MUNICIPAL DE TEMPO INTEGRAL ANTONIO PEREIRA DE SOUSA,Urbana,Municipal
17015561,1713304,MIRACEMA DO TOCANTINS,Miranorte,ESCOLA MUNICIPAL DE TEMPO INTEGRAL GETULIO MUNDIM DE OLIVEIRA,Rural,Municipal
17015600,1713304,MIRACEMA DO TOCANTINS,Miranorte,ESCOLA MUNICIPAL DE TEMPO INTEGRAL FELIPE FAGUNDES DE CARVALHO,Urbana,Municipal
17015758,1713304,MIRACEMA DO TOCANTINS,Miranorte,ESCOLA MUNICIPAL DE TEMPO INTEGRAL SAO JOSE,Rural,Municipal
17015952,1716653,GUARAI,Pequizeiro,COLEGIO ESTADUAL 1º DE JUNHO,Urbana,Estadual
17015960,1716653,GUARAI,Pequizeiro,COLEGIO ESTADUAL BERNARDO SAYAO,Urbana,Estadual
17015979,1716653,GUARAI,Pequizeiro,ESCOLA MUNICIPAL AMAZONAS,Rural,Municipal
17016231,1716703,GUARAI,Colméia,COLEGIO ESTADUAL SERRA DAS CORDILHEIRAS,Urbana,Estadual
17016240,1716703,GUARAI,Colméia,ESCOLA ESTADUAL ARY RIBEIRO VALADAO FILHO,Urbana,Estadual
17016266,1716703,GUARAI,Colméia,ESCOLA MUNICIPAL MARECHAL HUMBERTO DE ALENCAR CASTELO BRANCO,Urbana,Municipal
17016282,1716703,GUARAI,Colméia,ESCOLA ESTADUAL JUSCELINO KUBITSCHECK DE OLIVEIRA,Rural,Estadual
17016819,1718402,GUARAI,Presidente Kennedy,COLEGIO ESTADUAL JUSCELINO KUBITSCHEK,Urbana,Estadual
17016932,1718709,MIRACEMA DO TOCANTINS,Rio dos Bois,COLEGIO ESTADUAL DOUTOR VALDECY PINHEIRO,Urbana,Estadual
17017033,1718709,MIRACEMA DO TOCANTINS,Rio dos Bois,ESCOLA MUNICIPAL PAULO FREIRE,Rural,Municipal
17017041,1721307,COLINAS DO TOCANTINS,Tupiratins,ESCOLA ESTADUAL SAO TOMAS DE AQUINO,Urbana,Estadual
17017068,1721307,COLINAS DO TOCANTINS,Tupiratins,ESC MUL ANTONIO DOS SANTOS SOBRINHO,Urbana,Municipal
17017157,1721307,COLINAS DO TOCANTINS,Tupiratins,ESCOLINHA MUL SOSSEGO DA MAMAE,Urbana,Municipal
17017165,1702000,GURUPI,Araguaçu,COLEGIO ESTADUAL JOAO TAVARES MARTINS,Urbana,Estadual
17017173,1702000,GURUPI,Araguaçu,ESCOLA MUNICIPAL ALDENORA MENDES MASCARENHAS,Urbana,Municipal
17017203,1702000,GURUPI,Araguaçu,ESCOLA ESTADUAL SALVADOR CAETANO,Urbana,Estadual
17017220,1702000,GURUPI,Araguaçu,ESCOLA MUNICIPAL ANGELO SIRIANO,Rural,Municipal
17017360,1702000,GURUPI,Araguaçu,ESCOLA MUNICIPAL MARTINIANO PEREIRA,Rural,Municipal
17017580,1702000,GURUPI,Araguaçu,ESCOLA MUNICIPAL BRICIO LUAN QUEIROZ DIVINO,Urbana,Municipal
17017645,1702000,GURUPI,Araguaçu,CEMEI - CENTRO EDUCACIONAL MUNICIPAL DE EDUCACAO INFANTIL IARA BARREIRA SILVA,Urbana,Municipal
17017653,1706100,PARAISO,Cristalândia,COLEGIO ESTADUAL DE CRISTALANDIA,Urbana,Estadual
17017718,1706100,PARAISO,Cristalândia,COLEGIO MILITAR DO ESTADO DO TOCANTINS OTACILIO MARQUES ROSAL,Urbana,Estadual
17017807,1718899,PORTO NACIONAL,Santa Rita do Tocantins,ESCOLA MUNICIPAL RURAL MENINO JESUS,Rural,Municipal
17017912,1707306,GURUPI,Dueré,COLEGIO ESTADUAL ELESBAO LIMA,Urbana,Estadual
17018030,1707306,GURUPI,Dueré,ESCOLA MUNICIPAL CECILIA DE ARAUJO MELO,Urbana,Municipal
17018048,1707306,GURUPI,Dueré,ESCOLA MUNICIPAL NOEME LUSTOSA BARROS,Urbana,Municipal
17018161,1707553,PORTO NACIONAL,Fátima,COLEGIO ESTADUAL CONCEICAO BRITO,Urbana,Estadual
17018188,1715507,PORTO NACIONAL,Oliveira de Fátima,ESCOLA ESTADUAL RIACHUELO,Urbana,Estadual
17018307,1707553,PORTO NACIONAL,Fátima,CENTRO MUNICIPAL DE EDUCACAO INFANTIL RAIO DE LUZ,Urbana,Municipal
17018382,1708205,GURUPI,Formoso do Araguaia,COLEGIO ESTADUAL BENEDITO PEREIRA BANDEIRA,Urbana,Estadual
17018390,1708205,GURUPI,Formoso do Araguaia,COLEGIO ESTADUAL TIRADENTES,Urbana,Estadual
17018404,1708205,GURUPI,Formoso do Araguaia,ESCOLA ESTADUAL GERCINA BORGES TEIXEIRA,Urbana,Estadual
17018510,1708205,GURUPI,Formoso do Araguaia,ESCOLA MUNICIPAL DOM ALANO,Urbana,Municipal
17018560,1708205,GURUPI,Formoso do Araguaia,ESCOLA MUNICIPAL HERMINIO AZEVEDO SOARES,Urbana,Municipal
17018641,1708205,GURUPI,Formoso do Araguaia,ESCOLA MUNICIPAL PROFESSOR JOAO QUEIROZ,Urbana,Municipal
17018820,1708205,GURUPI,Formoso do Araguaia,ESCOLA INDIGENA SANAWE,Rural,Estadual
17018994,1711902,PARAISO,Lagoa da Confusão,COLEGIO ESTADUAL LAGOA DA CONFUSAO,Urbana,Estadual
17019044,1711902,PARAISO,Lagoa da Confusão,ESC MUL PEDRO GUERRA,Urbana,Municipal
17019095,1715002,PARAISO,Nova Rosalândia,COLEGIO ESTADUAL VEREADOR PEDRO XAVIER TEIXEIRA,Urbana,Estadual
17019125,1715002,PARAISO,Nova Rosalândia,ESCOLA ESTADUAL GIRASSOL DE TEMPO INTEGRAL REGINA SIQUEIRA CAMPOS,Urbana,Estadual
17019133,1715002,PARAISO,Nova Rosalândia,ESCOLA MUNICIPAL ABRAO JOSE DE MELO,Urbana,Municipal
17019176,1716109,PARAISO,Paraíso do Tocantins,CENTRO DE ENS MEDIO JOSE ALVES DE ASSIS,Urbana,Estadual
17019184,1716109,PARAISO,Paraíso do Tocantins,ESCOLA ESTADUAL AMANCIO DE MORAES,Urbana,Estadual
17019192,1716109,PARAISO,Paraíso do Tocantins,COLEGIO ESTADUAL IDALINA DE PAULA,Urbana,Estadual
17019206,1716109,PARAISO,Paraíso do Tocantins,INSTITUTO PRESBITERIANO VALE DO TOCANTINS,Urbana,Estadual
17019265,1716109,PARAISO,Paraíso do Tocantins,ESCOLA ESTADUAL JUSCELINO KUBITSCHEK DE OLIVEIRA,Urbana,Estadual
17019290,1716109,PARAISO,Paraíso do Tocantins,COLEGIO ESTADUAL PROFESSOR JOSE NEZIO RAMOS,Urbana,Estadual
17019303,1716109,PARAISO,Paraíso do Tocantins,ESCOLA ESTADUAL SAO JOSE OPERARIO,Urbana,Estadual
17019338,1716109,PARAISO,Paraíso do Tocantins,ESCOLA MUNICIPAL BERNARDO SAYAO,Rural,Municipal
17019400,1716109,PARAISO,Paraíso do Tocantins,ESCOLA MUNICIPAL DE 1º GRAU 23 DE OUTUBRO,Urbana,Municipal
17019419,1716109,PARAISO,Paraíso do Tocantins,ESCOLA MUNICIPAL DE 1º GRAU POUSO ALEGRE,Urbana,Municipal
17019427,1716109,PARAISO,Paraíso do Tocantins,ESCOLA MUNICIPAL IRMA JULITA,Urbana,Municipal
17019435,1716109,PARAISO,Paraíso do Tocantins,ESCOLA MUNICIPAL PROFESSORA LUZIA TAVARES,Urbana,Municipal
17019451,1716109,PARAISO,Paraíso do Tocantins,ESCOLA MUNICIPAL DE 1º GRAU JARDIM PAULISTA,Urbana,Municipal
17019460,1718451,PARAISO,Pugmil,ESCOLA MUNICIPAL JOSE BATISTA MACIEL BASTOS,Urbana,Municipal
17019486,1716109,PARAISO,Paraíso do Tocantins,ESCOLA MUNICIPAL PEDRO LUDOVICO TEIXEIRA,Urbana,Municipal
17019672,1716109,PARAISO,Paraíso do Tocantins,ESC MUNICIPAL STA ROSA,Rural,Municipal
17019699,1716109,PARAISO,Paraíso do Tocantins,ESCOLA MUNICIPAL VEREADOR JOSE ODETE,Urbana,Municipal
17019710,1716109,PARAISO,Paraíso do Tocantins,ESCOLA RAIO DE SOL,Urbana,Privada
17019729,1717503,PARAISO,Pium,COL EST BARTOLOMEU BUENO,Urbana,Estadual
17019850,1717503,PARAISO,Pium,ESC MUL JOAO TEIXEIRA FILHO,Rural,Municipal
17019940,1717503,PARAISO,Pium,ESCOLA MUNICIPAL D LINDAURA OLIVEIRA MORAES,Urbana,Municipal
17020077,1717503,PARAISO,Pium,ESC MUNICIPAL SEBASTIAO MOURAO,Rural,Municipal
17020115,1717503,PARAISO,Pium,ESCOLA MUNICIPAL VEREADOR JOSE PINTO,Rural,Municipal
17020140,1718840,GURUPI,Sandolândia,COLEGIO ESTADUAL NOSSA SENHORA APARECIDA,Urbana,Estadual
17020158,1718840,GURUPI,Sandolândia,ESCOLA ESTADUAL PADRE JOSE DE ANCHIETA,Rural,Estadual
17020336,1700350,GURUPI,Aliança do Tocantins,COLEGIO ESTADUAL ANITA CASSIMIRO MORENO,Urbana,Estadual
17020360,1700350,GURUPI,Aliança do Tocantins,ESCOLA ESTADUAL NOSSA SENHORA DO CARMO,Urbana,Estadual
17020433,1700350,GURUPI,Aliança do Tocantins,ESCOLA MUN DUQUE DE CAXIAS,Urbana,Municipal
17020581,1700707,GURUPI,Alvorada,COLEGIO MILITAR DO ESTADO DO TOCANTINS - ADJULIO BALTHAZAR,Urbana,Estadual
17020590,1700707,GURUPI,Alvorada,COLEGIO ESTADUAL DE ALVORADA,Urbana,Estadual
17020603,1700707,GURUPI,Alvorada,ESCOLA MUNICIPAL DE ALVORADA,Urbana,Municipal
17020611,1700707,GURUPI,Alvorada,ESCOLA ESTADUAL ANA MARIA DE JESUS,Urbana,Estadual
17020646,1700707,GURUPI,Alvorada,COLEGIO JEAN PIAGET,Urbana,Privada
17020654,1700707,GURUPI,Alvorada,CENTRO MUNICIPAL DE EDUCACAO INFANTIL LIOMAR DE SOUZA BARROS,Urbana,Municipal
17020697,1700707,GURUPI,Alvorada,ESCOLA MUNICIPAL GERALDO OLIVEIRA COSTA,Urbana,Municipal
17020735,1700707,GURUPI,Alvorada,ESCOLA MUNICIPAL PROFESSORA FILOMENA ROCHA SOARES,Urbana,Municipal
17020824,1720978,GURUPI,Talismã,ESCOLA MUNICIPAL PROFESSOR ADAO GOMES DE MELO,Urbana,Municipal
17020867,1703701,PORTO NACIONAL,Brejinho de Nazaré,COLEGIO ESTADUAL PADRAO,Urbana,Estadual
17020875,1718899,PORTO NACIONAL,Santa Rita do Tocantins,ESCOLA ESTADUAL BOA NOVA,Urbana,Estadual
17020891,1703701,PORTO NACIONAL,Brejinho de Nazaré,ESC0LA ESTADUAL JONAS PEREIRA LIMA,Urbana,Estadual
17020999,1703701,PORTO NACIONAL,Brejinho de Nazaré,ESCOLA MUNICIPAL MALHADINHA,Rural,Municipal
17021057,1718899,PORTO NACIONAL,Santa Rita do Tocantins,ESCOLA MUNICIPAL RURAL PAREDAO,Rural,Municipal
17021103,1703701,PORTO NACIONAL,Brejinho de Nazaré,ESC MUL WANDA FERREIRA DA CUNHA,Urbana,Municipal
17021111,1703701,PORTO NACIONAL,Brejinho de Nazaré,ESCOLA MUNICIPAL NOVO HORIZONTE,Urbana,Municipal
17021146,1703867,GURUPI,Cariri do Tocantins,COLEGIO ESTADUAL TARSO DUTRA,Urbana,Estadual
17021243,1707652,GURUPI,Figueirópolis,COLEGIO ESTADUAL ALAIR SENA CONCEICAO,Urbana,Estadual
17021251,1707652,GURUPI,Figueirópolis,COLEGIO ESTADUAL CANDIDO FIGUEIRA,Urbana,Estadual
17021367,1707652,GURUPI,Figueirópolis,ESCOLA MUNICIPAL PROFESSORA EDILEUZA BARBOSA DA SILVA SANTOS,Urbana,Municipal
17021448,1707652,GURUPI,Figueirópolis,CENTRO MUNICIPAL DE EDUCACAO INFANTIL MARIA DA GLORIA CABRAL MORENO,Urbana,Municipal
17021502,1709500,GURUPI,Gurupi,CENTRO DE ENSINO MEDIO ARY RIBEIRO VALADAO FILHO,Urbana,Estadual
17021545,1709500,GURUPI,Gurupi,COLEGIO BERNARDO SAYAO DE GURUPI,Urbana,Privada
17021553,1709500,GURUPI,Gurupi,CENTRO DE ENSINO MEDIO DE GURUPI,Urbana,Estadual
17021561,1709500,GURUPI,Gurupi,COLEGIO ESTADUAL GIRASSOL DE TEMPO INTEGRAL JOSE SEABRA LEMOS,Urbana,Estadual
17021588,1709500,GURUPI,Gurupi,ESCOLA ESTADUAL DR JOAQUIM PEREIRA DA COSTA,Urbana,Estadual
